term,translation,category,status,confidence,source,chapterRefs,reviewer,reviewedAt,locked,notes
total cost of ownership,tổng chi phí sở hữu,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
trade association,hiệp hội ngành nghề,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_known
Key West,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Do I,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
National Association,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Business Network International,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Small Business Development Centers,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Business Centers,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Department of Commerce,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
The WBC,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
SDVO SBC,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Building the Entrepreneurial Dream Team,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
North American Industry Classification,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Who Am I,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Make a List,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Should I,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Designing a Startup Operational Plan,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Frederick Taylor,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Avni Patel Thompson,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Link to Learning The,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Industrial Revolution,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Scheduling Sounds Simple,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Entrepreneurial Dream Team,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Checklist of Operational Needs,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
The IA,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Dallas Cowboys,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Jimmy Johnson,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Jiffy Lube,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
SuperGlass Windshield Repair,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Florida Keys,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
Building and Connecting to Networks,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
US Department of Commerce,,other,candidate,medium,auto_extraction,chapter-12,,,false,Extracted via terminology_analysis_candidate
b corporation,doanh nghiệp B Corp,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
business purpose,mục đích kinh doanh,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
c corporation,công ty C,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
economic nexus,liên kết kinh tế,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
enterprise risk management,quản trị rủi ro doanh nghiệp,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
equity crowdfunding,gọi vốn cộng đồng bằng vốn cổ phần,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
legal risk,rủi ro pháp lý,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
privately held corporation,công ty tư nhân (không niêm yết),other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
public corporation,công ty công,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
publicly held corporation,công ty đại chúng,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
s corporation,công ty S,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
ownership structure,cơ cấu sở hữu,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
business continuity,duy trì hoạt động kinh doanh,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_known
Business Structures,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Overview of Legal and Tax Considerations,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Internal Revenue Code,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Purpose of Your Business,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Gravity Payments,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Dan Price,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
C Corporations,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
S Corporations,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Secretary of State,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Piercing the Veil,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
An S,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
The B,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Public Transparency,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Privately Held,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
The PCAOB,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Bombas Socks,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Is Bombas,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Tax Cuts and Jobs Act,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
A C,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
The IRS,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
In GPs,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
An LLP,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
A GP,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Tax Foundation,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
A DBA,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Leroy Bautista,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Additional Considerations,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Capital Acquisition,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Business Domicile,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
South Dakota,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
The Balance,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Sole Proprietor,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Limited Partnership,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Limited Liability Company,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Risk Appetite,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Information Technology,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Step Action,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Partnerships and Joint Ventures,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Limited Liability Companies,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Sole Proprietorships,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Create a Business Plan,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Corporations A,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
Sole Proprietorships The,,other,candidate,medium,auto_extraction,chapter-13,,,false,Extracted via terminology_analysis_candidate
decision tree,cây quyết định,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
intangible resources,nguồn lực vô hình,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
pest framework,mô hình PEST,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
pre-launch costs,chi phí trước khi ra mắt,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
quota,hạn ngạch,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
resource dependence theory (rdt) model,mô hình lý thuyết phụ thuộc nguồn lực (RDT),other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
service mark,nhãn hiệu dịch vụ,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
sociocultural factors,các yếu tố xã hội–văn hóa,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
technological factors,các yếu tố công nghệ,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_known
See Business Structure Options,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
The Ethical and Social Responsibilities,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
US Patent and Trademark Office,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
The USPTO,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Chuck Hull,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Copyright Office,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Determining Your Resource Needs,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Vehicles Are,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Business News Daily,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Johnny Cupcakes,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Johnny Earle,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Natalia Oberti Noguera,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Pipeline Angels,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
New Story,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Using the PEST Framework to Assess,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Light and Motion,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Types of Resources,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Managing Resources,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Katia Beauchamp,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Auntie Anne,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Link to Learning Take,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Will I,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Resource Needs,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
New York University,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
Stern School of Business,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
The PEST,,other,candidate,medium,auto_extraction,chapter-14,,,false,Extracted via terminology_analysis_candidate
buyback clause,điều khoản mua lại,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
delphi method,phương pháp Delphi,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
escalation of commitment,sự leo thang cam kết,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
fail-safe point,điểm an toàn,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
founders’ agreement,thỏa thuận giữa các nhà sáng lập,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
gantt chart,biểu đồ Gantt,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
hindsight bias,thiên kiến nhìn lại,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
hubris,sự tự cao,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
nominal group technique,kỹ thuật nhóm danh nghĩa,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
planning fallacy,ngụy biện lập kế hoạch,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
social capital,vốn xã hội,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
status quo bias,thiên kiến hiện trạng,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
fail-safe points,điểm kiểm soát an toàn,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
nominal group,kỹ thuật nhóm danh nghĩa,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_known
Making Difficult Business Decisions,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Response to Challenges,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Mike Smith,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Link to Learning This TED,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Rose and Wise,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Stacy Madison,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
National Business Ethics Survey,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Seeking Help,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Deciding What Advice to Follow,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
The Delphi,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
The Nominal Group,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
The Power of Intuition,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
How to Use Your Gut,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Feelings to Make Better Decisions,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Now What,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
The Startup Champions Network,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Startup Champions Network,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Rehman and Bailey,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Andrea Sreshta and Ana Stork,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Launching Your Venture,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Microsoft Excel,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
Support Entrepreneurs,,other,candidate,medium,auto_extraction,chapter-15,,,false,Extracted via terminology_analysis_candidate
